rank,finalWorth,category,personName,age,country,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,date,birthYear,birthMonth,birthDay,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,total_tax_rate_country,population_country
1647,1800,Technology,Adriaan Mol,39,Netherlands,Fintech,Technology,Netherlands,True,N,M,1984-03-14 00:00:00,4/4/2023 5:01,1984.0,3.0,14.0,-2147483648,85,105,42,17332850
1647,1800,Real Estate,Mofatraj Munot,79,India,Real estate,Real Estate,India,True,U,M,1944-10-04 00:00:00,4/4/2023 5:01,1944.0,10.0,4.0,-2147483648,29,113,50,1366417754
1647,1800,Finance & Investments,Ezra Nahmad,78,Monaco,Art,Finance & Investments,Monaco,False,U,M,1945-07-31 00:00:00,4/4/2023 5:01,1945.0,7.0,31.0,-2147483648,68,103,44,38964
1647,1800,Manufacturing,Satyanarayan Nuwal,71,India,Industrial explosives,Manufacturing,India,True,U,M,1952-07-25 00:00:00,4/4/2023 5:01,1952.0,7.0,25.0,-2147483648,29,113,50,1366417754
1647,1800,Food & Beverage,Maike Oberwelland-Height,61,United States,Candy,Food & Beverage,Germany,False,Split Family Fortune,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Diversified,Nihat Ozdemir,73,Turkey,Diversified,Diversified,Turkey,True,D,M,1950-04-05 00:00:00,4/4/2023 5:01,1950.0,4.0,5.0,-2147483648,24,94,43,83429615
1647,1800,Technology,Benjamin Zhengmin Pan & family,54,China,Electronics,Technology,China,True,D,M,1969-12-01 00:00:00,4/4/2023 5:01,1969.0,12.0,1.0,-2147483648,51,101,60,1397715000
1647,1800,Media & Entertainment,Pierre Karl Péladeau,62,Canada,Media,Media & Entertainment,Canada,False,E,M,1961-10-16 00:00:00,4/4/2023 5:01,1961.0,10.0,16.0,-2147483648,69,101,25,36991981
1647,1800,Finance & Investments,Ronald Perelman,80,United States,Leveraged buyouts,Finance & Investments,United States,True,D,M,1943-01-01 00:00:00,4/4/2023 5:01,1943.0,1.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Technology,Olivier Pomel,46,United States,Cloud computing,Technology,France,True,D,M,1977-03-26 00:00:00,4/4/2023 5:01,1977.0,3.0,26.0,-2147483648,89,102,37,328239523
1647,1800,Media & Entertainment,Krit Ratanarak,77,Thailand,"Media, real estate",Media & Entertainment,Thailand,False,E,M,1946-04-19 00:00:00,4/4/2023 5:01,1946.0,4.0,19.0,-2147483648,50,100,30,69625582
1647,1800,Manufacturing,Vinod Saraf,71,India,Chemicals,Manufacturing,India,True,D,M,1952-06-16 00:00:00,4/4/2023 5:01,1952.0,6.0,16.0,-2147483648,29,113,50,1366417754
1647,1800,Technology,Karin Schick,61,Germany,Information technology,Technology,Germany,False,D,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,71,104,49,83132799
1647,1800,Metals & Mining,Anatoly Sedykh,59,Russia,Steel pipes,Metals & Mining,Russia,True,R,M,1964-11-28 00:00:00,4/4/2023 5:01,1964.0,11.0,28.0,-2147483648,82,103,47,144373535
1647,1800,Food & Beverage,Genhuo Shao,58,China,Agribusiness,Food & Beverage,China,True,D,M,1965-07-29 00:00:00,4/4/2023 5:01,1965.0,7.0,29.0,-2147483648,51,101,60,1397715000
1647,1800,Energy,Shen Xiqiang & family,75,China,Chemical,Energy,China,True,D,M,1948-03-02 00:00:00,4/4/2023 5:01,1948.0,3.0,2.0,-2147483648,51,101,60,1397715000
1647,1800,Technology,S.D. Shibulal,68,India,Software services,Technology,India,True,D,M,1955-03-01 00:00:00,4/4/2023 5:01,1955.0,3.0,1.0,-2147483648,29,113,50,1366417754
1647,1800,Fashion & Retail,Suh Kyung-bae,60,South Korea,Cosmetics,Fashion & Retail,South Korea,False,D,M,1963-01-14 00:00:00,4/4/2023 5:01,1963.0,1.0,14.0,-2147483648,95,99,34,51709098
1647,1800,Food & Beverage,Bambang Sutantio,65,Indonesia,Dairy & consumer products,Food & Beverage,Indonesia,True,U,M,1958-12-26 00:00:00,4/4/2023 5:01,1958.0,12.0,26.0,-2147483648,37,107,31,270203917
1647,1800,Manufacturing,Sze Man Bok,73,China,Hygiene products,Manufacturing,China,True,D,M,1950-01-01 00:00:00,4/4/2023 5:01,1950.0,1.0,1.0,-2147483648,51,101,60,1397715000
1647,1800,Logistics,Jim Thompson,83,Hong Kong,Logistics,Logistics,United States,True,U,M,1940-01-14 00:00:00,4/4/2023 5:01,1940.0,1.0,14.0,-2147483648,68,103,44,507454841
1647,1800,Manufacturing,Tran Dinh Long,62,Vietnam,Steel,Manufacturing,Vietnam,True,D,M,1961-01-01 00:00:00,4/4/2023 5:01,1961.0,1.0,1.0,-2147483648,29,111,38,96462106
1647,1800,Technology,Alan Trefler,67,United States,Software,Technology,United States,True,D,M,1956-03-10 00:00:00,4/4/2023 5:01,1956.0,3.0,10.0,-2147483648,89,102,37,328239523
1647,1800,Finance & Investments,Riaz Valani,47,United States,E-cigarettes,Finance & Investments,United States,True,D,M,1976-09-01 00:00:00,4/4/2023 5:01,1976.0,9.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Technology,Pieter van der Does,54,Netherlands,Payments software,Technology,Netherlands,True,D,M,1969-05-01 00:00:00,4/4/2023 5:01,1969.0,5.0,1.0,-2147483648,85,105,42,17332850
1647,1800,Manufacturing,Martin Viessmann,70,Germany,Heating and cooling equipment,Manufacturing,Germany,False,D,M,1953-10-10 00:00:00,4/4/2023 5:01,1953.0,10.0,10.0,-2147483648,71,104,49,83132799
1647,1800,Technology,Nikil Viswanathan,36,United States,Blockchain technology,Technology,United States,True,D,M,1987-10-16 00:00:00,4/4/2023 5:01,1987.0,10.0,16.0,-2147483648,89,102,37,328239523
1647,1800,Media & Entertainment,Todd Wagner,63,United States,Online media,Media & Entertainment,United States,True,D,M,1960-08-02 00:00:00,4/4/2023 5:01,1960.0,8.0,2.0,-2147483648,89,102,37,328239523
1647,1800,Technology,Evan Williams,51,United States,Twitter,Technology,United States,True,D,M,1972-03-31 00:00:00,4/4/2023 5:01,1972.0,3.0,31.0,-2147483648,89,102,37,328239523
1647,1800,Metals & Mining,Kie Chie Wong,75,Australia,Investments,Metals & Mining,Malaysia,False,U,M,1948-04-04 00:00:00,4/4/2023 5:01,1948.0,4.0,4.0,-2147483648,114,101,48,25766605
1647,1800,Finance & Investments,Thomas Wu,73,Taiwan,Finance,Finance & Investments,Taiwan,False,D,M,1950-04-11 00:00:00,4/4/2023 5:01,1950.0,4.0,11.0,-2147483648,68,103,44,507454841
1647,1800,Energy,Wu Yingming,56,China,Batteries,Energy,China,True,D,M,1967-01-01 00:00:00,4/4/2023 5:01,1967.0,1.0,1.0,-2147483648,51,101,60,1397715000
1647,1800,Healthcare,Amy Wyss,52,United States,Medical equipment,Healthcare,United States,False,D,F,1971-01-01 00:00:00,4/4/2023 5:01,1971.0,1.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Real Estate,Yan Zhi,51,China,Real estate,Real Estate,China,True,D,M,1972-07-01 00:00:00,4/4/2023 5:01,1972.0,7.0,1.0,-2147483648,51,101,60,1397715000
1647,1800,Fashion & Retail,Yoshiaki Yoshida,82,Japan,cosmetics,Fashion & Retail,Japan,True,U,M,1941-01-31 00:00:00,4/4/2023 5:01,1941.0,1.0,31.0,-2147483648,64,99,47,126226568
1647,1800,Manufacturing,Alan Zekelman,61,United States,Steel,Manufacturing,Canada,False,U,M,1962-10-01 00:00:00,4/4/2023 5:01,1962.0,10.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Real Estate,Zhang Li,70,China,Real estate,Real Estate,China,True,D,M,1953-01-01 00:00:00,4/4/2023 5:01,1953.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Sports,Amy Adams Strunk,68,United States,Tennessee Titans,Sports,United States,False,N,F,1955-09-29 00:00:00,4/4/2023 5:01,1955.0,9.0,29.0,-2147483648,89,102,37,328239523
1725,1700,Finance & Investments,Marc Andreessen,52,United States,Venture capital investing,Finance & Investments,United States,True,E,M,1971-07-09 00:00:00,4/4/2023 5:01,1971.0,7.0,9.0,-2147483648,89,102,37,328239523
1725,1700,Metals & Mining,Giovanni Arvedi,86,Italy,Steel,Metals & Mining,Italy,True,N,M,1937-08-28 00:00:00,4/4/2023 5:01,1937.0,8.0,28.0,-2147483648,62,102,60,60297396
1725,1700,Real Estate,Lesley Bamberger,58,Netherlands,Real estate,Real Estate,Netherlands,False,U,M,1965-06-03 00:00:00,4/4/2023 5:01,1965.0,6.0,3.0,-2147483648,85,105,42,17332850
1725,1700,Media & Entertainment,Bang Si-hyuk,51,South Korea,Entertainment,Media & Entertainment,South Korea,True,D,M,1972-08-09 00:00:00,4/4/2023 5:01,1972.0,8.0,9.0,-2147483648,95,99,34,51709098
1725,1700,Finance & Investments,David Booth,77,United States,Mutual funds,Finance & Investments,United States,True,E,M,1946-01-01 00:00:00,4/4/2023 5:01,1946.0,1.0,1.0,-2147483648,89,102,37,328239523
1725,1700,Technology,Jim Breyer,62,United States,Venture capital,Technology,United States,True,D,M,1961-07-26 00:00:00,4/4/2023 5:01,1961.0,7.0,26.0,-2147483648,89,102,37,328239523
1725,1700,Manufacturing,Chen Kaichen,61,China,Household chemicals,Manufacturing,China,True,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Manufacturing,Kommer Damen,79,Netherlands,Shipbuilding,Manufacturing,Netherlands,False,D,M,1944-03-30 00:00:00,4/4/2023 5:01,1944.0,3.0,30.0,-2147483648,85,105,42,17332850
1725,1700,Food & Beverage,Carl DeSantis,84,United States,Energy drink,Food & Beverage,United States,True,U,M,1939-07-19 00:00:00,4/4/2023 5:01,1939.0,7.0,19.0,-2147483648,89,102,37,328239523
1725,1700,Finance & Investments,Marek Dospiva,54,Czech Republic,Investments,Finance & Investments,Czech Republic,True,U,M,1969-07-18 00:00:00,4/4/2023 5:01,1969.0,7.0,18.0,-2147483648,65,101,47,10669709
1725,1700,Healthcare,Keith Dunleavy & family,54,United States,Health IT,Healthcare,United States,True,E,M,1969-06-25 00:00:00,4/4/2023 5:01,1969.0,6.0,25.0,-2147483648,89,102,37,328239523
1725,1700,Finance & Investments,John Elkann,47,Italy,"FIAT, investments",Finance & Investments,Italy,False,D,M,1976-01-04 00:00:00,4/4/2023 5:01,1976.0,1.0,4.0,-2147483648,62,102,60,60297396
1725,1700,Automotive,Francois Feuillet & family,74,France,"Motorhomes, RVs",Automotive,France,False,D,M,1949-01-01 00:00:00,4/4/2023 5:01,1949.0,1.0,1.0,-2147483648,66,103,61,67059887
1725,1700,Media & Entertainment,Yasuhiro Fukushima,76,Japan,Video games,Media & Entertainment,Japan,True,D,M,1947-08-18 00:00:00,4/4/2023 5:01,1947.0,8.0,18.0,-2147483648,64,99,47,126226568
1725,1700,Finance & Investments,Mario Gabelli,81,United States,Money management,Finance & Investments,United States,True,D,M,1942-03-31 00:00:00,4/4/2023 5:01,1942.0,3.0,31.0,-2147483648,89,102,37,328239523
1725,1700,Finance & Investments,Rolf Gerling,69,Switzerland,Insurance,Finance & Investments,Germany,False,E,M,1954-12-15 00:00:00,4/4/2023 5:01,1954.0,12.0,15.0,-2147483648,60,106,29,8574832
1725,1700,Real Estate,John Goff,68,United States,Real estate,Real Estate,United States,True,U,M,1955-08-26 00:00:00,4/4/2023 5:01,1955.0,8.0,26.0,-2147483648,89,102,37,328239523
1725,1700,Fashion & Retail,Alexandre Grendene Bartelle,73,Brazil,Shoes,Fashion & Retail,Brazil,True,D,M,1950-01-23 00:00:00,4/4/2023 5:01,1950.0,1.0,23.0,-2147483648,52,116,66,212559417
1725,1700,Fashion & Retail,Gerry Harvey,84,Australia,Retail,Fashion & Retail,Australia,True,D,M,1939-09-18 00:00:00,4/4/2023 5:01,1939.0,9.0,18.0,-2147483648,114,101,48,25766605
1725,1700,Technology,He Zhaoxi,49,China,Software,Technology,China,True,E,M,1974-01-01 00:00:00,4/4/2023 5:01,1974.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Real Estate,William Heinecke,74,Thailand,Hotels,Real Estate,Thailand,True,E,M,1949-06-04 00:00:00,4/4/2023 5:01,1949.0,6.0,4.0,-2147483648,50,100,30,69625582
1725,1700,Finance & Investments,Jay Hennick,66,Canada,Real estate finance,Finance & Investments,Canada,True,D,M,1957-01-20 00:00:00,4/4/2023 5:01,1957.0,1.0,20.0,-2147483648,69,101,25,36991981
1725,1700,Manufacturing,Ilkka Herlin,64,Finland,"Elevators, escalators",Manufacturing,Finland,False,U,M,1959-01-01 00:00:00,4/4/2023 5:01,1959.0,1.0,1.0,-2147483648,89,101,37,5520314
1725,1700,Real Estate,Asok Kumar Hiranandani,69,Singapore,Real estate,Real Estate,Singapore,False,U,M,1954-11-28 00:00:00,4/4/2023 5:01,1954.0,11.0,28.0,-2147483648,85,101,21,5703569
1725,1700,Finance & Investments,Hal Jackman,91,Canada,"Insurance, investments",Finance & Investments,Canada,True,D,M,1932-06-10 00:00:00,4/4/2023 5:01,1932.0,6.0,10.0,-2147483648,69,101,25,36991981
1725,1700,Manufacturing,Pavan Jain,72,India,Chemicals,Manufacturing,India,False,N,M,1951-05-17 00:00:00,4/4/2023 5:01,1951.0,5.0,17.0,-2147483648,29,113,50,1366417754
1725,1700,Real Estate,Keeree Kanjanapas,73,Thailand,Transportation,Real Estate,Thailand,True,D,M,1950-10-18 00:00:00,4/4/2023 5:01,1950.0,10.0,18.0,-2147483648,50,100,30,69625582
1725,1700,Healthcare,Osman Kibar,52,United States,Biotech,Healthcare,United States,True,D,M,1971-04-01 00:00:00,4/4/2023 5:01,1971.0,4.0,1.0,-2147483648,89,102,37,328239523
1725,1700,Fashion & Retail,Kim Chang-soo,62,South Korea,Apparel,Fashion & Retail,South Korea,True,D,M,1961-04-01 00:00:00,4/4/2023 5:01,1961.0,4.0,1.0,-2147483648,95,99,34,51709098
1725,1700,Media & Entertainment,Kim Jung-min,21,United States,Online gaming,Media & Entertainment,South Korea,False,N,F,2002-01-01 00:00:00,4/4/2023 5:01,2002.0,1.0,1.0,-2147483648,89,102,37,328239523
1725,1700,Media & Entertainment,Kim Jung-youn,19,United States,Online gaming,Media & Entertainment,South Korea,False,N,F,2004-01-01 00:00:00,4/4/2023 5:01,2004.0,1.0,1.0,-2147483648,89,102,37,328239523
1725,1700,Fashion & Retail,Mustafa Kucuk,60,Turkey,Fashion retail,Fashion & Retail,Turkey,True,U,M,1963-06-03 00:00:00,4/4/2023 5:01,1963.0,6.0,3.0,-2147483648,24,94,43,83429615
1725,1700,Real Estate,Christopher Kwok,37,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,M,1986-04-01 00:00:00,4/4/2023 5:01,1986.0,4.0,1.0,-2147483648,68,103,44,507454841
1725,1700,Real Estate,Edward Kwok,42,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,M,1981-04-01 00:00:00,4/4/2023 5:01,1981.0,4.0,1.0,-2147483648,68,103,44,507454841
1725,1700,Logistics,Lai Jianfa,61,China,Express delivery,Logistics,China,True,U,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Diversified,Lau Cho Kun,87,Malaysia,"Palm oil, property",Diversified,Malaysia,False,D,M,1936-01-10 00:00:00,4/4/2023 5:01,1936.0,1.0,10.0,-2147483648,46,106,39,32447385
1725,1700,Technology,Alexis Lê-Quôc,49,United States,Cloud computing,Technology,United States,True,D,M,1974-11-14 00:00:00,4/4/2023 5:01,1974.0,11.0,14.0,-2147483648,89,102,37,328239523
1725,1700,Healthcare,Lei Jufang,70,China,Pharmaceuticals,Healthcare,China,True,D,F,1953-01-03 00:00:00,4/4/2023 5:01,1953.0,1.0,3.0,-2147483648,51,101,60,1397715000
1725,1700,Healthcare,James Leininger,78,United States,Medical products,Healthcare,United States,True,E,M,1945-03-30 00:00:00,4/4/2023 5:01,1945.0,3.0,30.0,-2147483648,89,102,37,328239523
1725,1700,Food & Beverage,Xuhui Li,55,China,Soy sauce,Food & Beverage,China,True,D,F,1968-06-15 00:00:00,4/4/2023 5:01,1968.0,6.0,15.0,-2147483648,51,101,60,1397715000
1725,1700,Food & Beverage,Jimmy John Liautaud,59,United States,Sandwich chain,Food & Beverage,United States,True,E,M,1964-01-12 00:00:00,4/4/2023 5:01,1964.0,1.0,12.0,-2147483648,89,102,37,328239523
1725,1700,Metals & Mining,Lin Lairong & family,55,China,Iron ore mining,Metals & Mining,China,True,D,M,1968-08-09 00:00:00,4/4/2023 5:01,1968.0,8.0,9.0,-2147483648,51,101,60,1397715000
1725,1700,Technology,Lu Di,61,China,Drones,Technology,China,True,E,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Technology,Palmer Luckey,31,United States,Virtual reality,Technology,United States,True,N,M,1992-09-19 00:00:00,4/4/2023 5:01,1992.0,9.0,19.0,-2147483648,89,102,37,328239523
1725,1700,Finance & Investments,Duncan MacMillan,86,United States,Bloomberg LP,Finance & Investments,United States,True,U,M,1937-12-17 00:00:00,4/4/2023 5:01,1937.0,12.0,17.0,-2147483648,89,102,37,328239523
1725,1700,Technology,Yusaku Maezawa,48,Japan,Online retail,Technology,Japan,True,D,M,1975-11-22 00:00:00,4/4/2023 5:01,1975.0,11.0,22.0,-2147483648,64,99,47,126226568
1725,1700,Fashion & Retail,Ilson Mateus & family,60,Brazil,Supermarkets,Fashion & Retail,Brazil,True,U,M,1963-02-06 00:00:00,4/4/2023 5:01,1963.0,2.0,6.0,-2147483648,52,116,66,212559417
1725,1700,Manufacturing,Meng Qingshan & family,75,China,Chemicals,Manufacturing,China,True,U,M,1948-11-17 00:00:00,4/4/2023 5:01,1948.0,11.0,17.0,-2147483648,51,101,60,1397715000
1725,1700,Fashion & Retail,Alberto Palatchi,74,Spain,Wedding dresses,Fashion & Retail,Spain,True,E,M,1949-06-26 00:00:00,4/4/2023 5:01,1949.0,6.0,26.0,-2147483648,89,103,47,47076781
1725,1700,Manufacturing,Mrudula Parekh,75,India,Adhesives,Manufacturing,India,False,D,F,1948-01-01 00:00:00,4/4/2023 5:01,1948.0,1.0,1.0,-2147483648,29,113,50,1366417754
1725,1700,Fashion & Retail,Dragos Paval,57,Romania,Retail,Fashion & Retail,Romania,True,U,M,1966-06-22 00:00:00,4/4/2023 5:01,1966.0,6.0,22.0,-2147483648,50,86,20,19356544
1725,1700,Real Estate,Jorge Perez,74,United States,Real estate,Real Estate,United States,True,E,M,1949-10-17 00:00:00,4/4/2023 5:01,1949.0,10.0,17.0,-2147483648,89,102,37,328239523
1725,1700,Metals & Mining,Dmitry Pumpyansky,59,Russia,Steel pipes,Metals & Mining,Russia,True,R,M,1964-03-22 00:00:00,4/4/2023 5:01,1964.0,3.0,22.0,-2147483648,82,103,47,144373535
1725,1700,Healthcare,Jinsheng Ren & family,60,China,Pharmaceutical,Healthcare,China,True,U,M,1963-01-01 00:00:00,4/4/2023 5:01,1963.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Media & Entertainment,Brian Roberts,64,United States,Comcast,Media & Entertainment,United States,False,U,M,1959-06-28 00:00:00,4/4/2023 5:01,1959.0,6.0,28.0,-2147483648,89,102,37,328239523
1725,1700,Food & Beverage,"Joe Rogers, Jr.",77,United States,Waffle House,Food & Beverage,United States,False,D,M,1946-12-02 00:00:00,4/4/2023 5:01,1946.0,12.0,2.0,-2147483648,89,102,37,328239523
1725,1700,Manufacturing,Ruan Shuilong & family,88,China,Chemicals,Manufacturing,China,True,D,M,1935-12-01 00:00:00,4/4/2023 5:01,1935.0,12.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Real Estate,Paul Saville,68,United States,Homebuilder,Real Estate,United States,True,U,M,1955-12-14 00:00:00,4/4/2023 5:01,1955.0,12.0,14.0,-2147483648,89,102,37,328239523
1725,1700,Diversified,Ivan Savvidis & family,64,Russia,Agribusiness,Diversified,Russia,True,U,M,1959-03-27 00:00:00,4/4/2023 5:01,1959.0,3.0,27.0,-2147483648,82,103,47,144373535
1725,1700,Healthcare,Keiichi Shibahara,59,Japan,Healthcare,Healthcare,Japan,True,U,M,1964-10-09 00:00:00,4/4/2023 5:01,1964.0,10.0,9.0,-2147483648,64,99,47,126226568
1725,1700,Manufacturing,Rajju Shroff,90,India,Agrochemicals,Manufacturing,India,True,D,M,1933-10-20 00:00:00,4/4/2023 5:01,1933.0,10.0,20.0,-2147483648,29,113,50,1366417754
1725,1700,Fashion & Retail,Sun Huaiqing & family,54,China,Cosmetics,Fashion & Retail,China,True,U,M,1969-10-02 00:00:00,4/4/2023 5:01,1969.0,10.0,2.0,-2147483648,51,101,60,1397715000
1725,1700,Real Estate,Alain Taravella,75,France,Real estate development,Real Estate,France,True,D,M,1948-01-01 00:00:00,4/4/2023 5:01,1948.0,1.0,1.0,-2147483648,66,103,61,67059887
1725,1700,Diversified,Jonathan Tisch,70,United States,"Insurance, NFL team",Diversified,United States,False,U,M,1953-12-07 00:00:00,4/4/2023 5:01,1953.0,12.0,7.0,-2147483648,89,102,37,328239523
1725,1700,Service,Kenneth Tuchman,64,United States,Call centers,Service,United States,True,D,M,1959-10-23 00:00:00,4/4/2023 5:01,1959.0,10.0,23.0,-2147483648,89,102,37,328239523
1725,1700,Manufacturing,Wang Chou-hsiong,82,Taiwan,Footwear,Manufacturing,Taiwan,True,D,M,1941-01-01 00:00:00,4/4/2023 5:01,1941.0,1.0,1.0,-2147483648,68,103,44,507454841
1725,1700,Technology,Wang Minwen,60,China,Semiconductor,Technology,China,True,D,M,1963-11-01 00:00:00,4/4/2023 5:01,1963.0,11.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Sports,Tom Werner,73,United States,Sports teams,Sports,United States,True,U,M,1950-04-12 00:00:00,4/4/2023 5:01,1950.0,4.0,12.0,-2147483648,89,102,37,328239523
1725,1700,Real Estate,Stephen Winn,77,United States,Real estate services,Real Estate,United States,True,E,M,1946-09-12 00:00:00,4/4/2023 5:01,1946.0,9.0,12.0,-2147483648,89,102,37,328239523
1725,1700,Energy,Ian Wood & family,81,United Kingdom,Energy services,Energy,United Kingdom,False,E,M,1942-07-21 00:00:00,4/4/2023 5:01,1942.0,7.0,21.0,-2147483648,60,102,31,66834405
1725,1700,Manufacturing,Wu Lanlan & family,49,China,Packaging,Manufacturing,China,True,D,F,1974-01-01 00:00:00,4/4/2023 5:01,1974.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Food & Beverage,Xu Bingzhong,49,China,Bars,Food & Beverage,China,True,U,M,1974-01-01 00:00:00,4/4/2023 5:01,1974.0,1.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Manufacturing,Yang Xuegang,58,China,Coking,Manufacturing,China,True,D,M,1965-02-01 00:00:00,4/4/2023 5:01,1965.0,2.0,1.0,-2147483648,51,101,60,1397715000
1725,1700,Telecom,Vladimir Yevtushenkov,75,Russia,"Telecom, investments",Telecom,Russia,True,E,M,1948-09-25 00:00:00,4/4/2023 5:01,1948.0,9.0,25.0,-2147483648,82,103,47,144373535
1725,1700,Technology,David Zalik,49,United States,Financial technology,Technology,United States,True,D,M,1974-02-02 00:00:00,4/4/2023 5:01,1974.0,2.0,2.0,-2147483648,89,102,37,328239523
1725,1700,Logistics,Zhang Xiaojuan,54,China,Logistics,Logistics,China,True,D,F,1969-10-01 00:00:00,4/4/2023 5:01,1969.0,10.0,1.0,-2147483648,51,101,60,1397715000
